#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.027349  0.442451  0.007163
    9011  0.027328  0.442322  0.007164
    9021  0.027331  0.442197  0.007164
    9031  0.027345  0.442080  0.007165
    9041  0.027361  0.441970  0.007165
    9051  0.027368  0.441865  0.007165
    9061  0.027345  0.441758  0.007165
    9071  0.027309  0.441647  0.007165
    9081  0.027270  0.441530  0.007166
    9091  0.027262  0.441416  0.007166
    9101  0.027259  0.441304  0.007166
    9111  0.027216  0.441187  0.007166
    9121  0.027168  0.441064  0.007166
    9131  0.027124  0.440935  0.007167
    9141  0.027087  0.440802  0.007167
    9151  0.027056  0.440666  0.007168
    9161  0.027047  0.440531  0.007168
    9171  0.026997  0.440390  0.007169
    9181  0.026968  0.440246  0.007169
    9191  0.026958  0.440104  0.007170
    9201  0.026976  0.439969  0.007170
    9211  0.026998  0.439842  0.007170
    9221  0.027014  0.439720  0.007171
    9231  0.027015  0.439603  0.007171
    9241  0.027037  0.439492  0.007171
    9251  0.027067  0.439388  0.007171
    9261  0.027096  0.439291  0.007171
    9271  0.027120  0.439201  0.007171
    9281  0.027142  0.439116  0.007171
    9291  0.027189  0.439036  0.007171
    9301  0.027206  0.438961  0.007172
    9311  0.027261  0.438887  0.007172
    9321  0.027296  0.438818  0.007172
    9331  0.027283  0.438749  0.007173
    9341  0.027248  0.438676  0.007173
    9351  0.027240  0.438604  0.007173
    9361  0.027232  0.438533  0.007173
    9371  0.027204  0.438459  0.007174
    9381  0.027180  0.438383  0.007174
    9391  0.027163  0.438306  0.007174
    9401  0.027132  0.438225  0.007174
    9411  0.027133  0.438147  0.007174
    9421  0.027190  0.438068  0.007174
    9431  0.027192  0.437992  0.007175
    9441  0.027155  0.437911  0.007175
    9451  0.027153  0.437833  0.007175
    9461  0.027161  0.437759  0.007175
    9471  0.027138  0.437682  0.007175
    9481  0.027135  0.437608  0.007175
    9491  0.027134  0.437535  0.007175
    9501  0.027121  0.437463  0.007175
    9511  0.027134  0.437395  0.007175
    9521  0.027151  0.437331  0.007175
    9531  0.027190  0.437272  0.007174
    9541  0.027188  0.437215  0.007174
    9551  0.027223  0.437162  0.007174
    9561  0.027238  0.437113  0.007174
    9571  0.027235  0.437066  0.007174
    9581  0.027217  0.437018  0.007173
    9591  0.027198  0.436968  0.007173
    9601  0.027219  0.436923  0.007172
    9611  0.027236  0.436882  0.007172
    9621  0.027255  0.436846  0.007171
    9631  0.027254  0.436811  0.007171
