   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
     561  4.06894783E-01  1.65572476E-01  2.74202805E-02  6.66593278E-01  1.75409220E-03  1.73379223E+00 -9.01390441E-01 -9.00470707E-01  0.00000000E+00
     571  4.06900848E-01  1.65577247E-01  2.74217509E-02  6.66594613E-01  1.72238096E-03  1.73346559E+00 -9.01323471E-01 -9.00402522E-01  0.00000000E+00
     581  4.06922423E-01  1.65594588E-01  2.74273504E-02  6.66596373E-01  1.68065591E-03  1.71076359E+00 -9.01320448E-01 -9.00399703E-01  0.00000000E+00
     591  4.06907712E-01  1.65582446E-01  2.74232160E-02  6.66597738E-01  1.64781662E-03  1.70251163E+00 -9.01341491E-01 -9.00424826E-01  0.00000000E+00
     601  4.06788796E-01  1.65486078E-01  2.73915671E-02  6.66594549E-01  1.72368384E-03  1.66431768E+00 -9.01313156E-01 -9.00395674E-01  0.00000000E+00
     611  4.06751181E-01  1.65455417E-01  2.73813793E-02  6.66595017E-01  1.71219212E-03  1.64190213E+00 -9.01382952E-01 -9.00463574E-01  0.00000000E+00
     621  4.06760394E-01  1.65462899E-01  2.73838481E-02  6.66595113E-01  1.70976689E-03  1.65272677E+00 -9.01299136E-01 -9.00379814E-01  0.00000000E+00
     631  4.06794863E-01  1.65490747E-01  2.73929351E-02  6.66596709E-01  1.67224067E-03  1.60778411E+00 -9.01291644E-01 -9.00370687E-01  0.00000000E+00
     641  4.06799610E-01  1.65494591E-01  2.73941967E-02  6.66596845E-01  1.66876101E-03  1.61258861E+00 -9.01241147E-01 -9.00319072E-01  0.00000000E+00
     651  4.06770662E-01  1.65470919E-01  2.73862816E-02  6.66597801E-01  1.64545320E-03  1.59774663E+00 -9.01226281E-01 -9.00305642E-01  0.00000000E+00
     661  4.06701353E-01  1.65414515E-01  2.73676026E-02  6.66597946E-01  1.64102331E-03  1.59462501E+00 -9.01159965E-01 -9.00241036E-01  0.00000000E+00
     671  4.06713808E-01  1.65424520E-01  2.73708303E-02  6.66598962E-01  1.61692518E-03  1.60528703E+00 -9.01245000E-01 -9.00326805E-01  0.00000000E+00
     681  4.06702304E-01  1.65415115E-01  2.73676873E-02  6.66599336E-01  1.60772859E-03  1.60647980E+00 -9.01241796E-01 -9.00323185E-01  0.00000000E+00
     691  4.06716270E-01  1.65426400E-01  2.73713701E-02  6.66599960E-01  1.59303141E-03  1.62213494E+00 -9.01291709E-01 -9.00372881E-01  0.00000000E+00
     701  4.06712282E-01  1.65423175E-01  2.73703163E-02  6.66599797E-01  1.59674536E-03  1.62729534E+00 -9.01230331E-01 -9.00312292E-01  0.00000000E+00
     711  4.06718982E-01  1.65428470E-01  2.73719658E-02  6.66601049E-01  1.56698688E-03  1.60524438E+00 -9.01187297E-01 -9.00269596E-01  0.00000000E+00
     721  4.06696953E-01  1.65410649E-01  2.73661327E-02  6.66600270E-01  1.58572506E-03  1.61310946E+00 -9.01163386E-01 -9.00246025E-01  0.00000000E+00
     731  4.06711854E-01  1.65422664E-01  2.73700386E-02  6.66601124E-01  1.56553501E-03  1.61395111E+00 -9.01100239E-01 -9.00181571E-01  0.00000000E+00
     741  4.06751157E-01  1.65454542E-01  2.73805246E-02  6.66601900E-01  1.54755752E-03  1.60386587E+00 -9.01022425E-01 -9.00103830E-01  0.00000000E+00
     751  4.06842888E-01  1.65529398E-01  2.74054513E-02  6.66600125E-01  1.59059905E-03  1.61554472E+00 -9.01112497E-01 -9.00193833E-01  0.00000000E+00
     761  4.06953193E-01  1.65619440E-01  2.74354546E-02  6.66597938E-01  1.64392550E-03  1.58549485E+00 -9.01162684E-01 -9.00244755E-01  0.00000000E+00
     771  4.06908176E-01  1.65582786E-01  2.74233022E-02  6.66598058E-01  1.64055173E-03  1.59814092E+00 -9.01133544E-01 -9.00215964E-01  0.00000000E+00
     781  4.06879287E-01  1.65559410E-01  2.74156488E-02  6.66596979E-01  1.66645077E-03  1.61818417E+00 -9.01127782E-01 -9.00210534E-01  0.00000000E+00
     791  4.06936810E-01  1.65606475E-01  2.74314041E-02  6.66594962E-01  1.71478239E-03  1.65551565E+00 -9.01204755E-01 -9.00287360E-01  0.00000000E+00
     801  4.06945221E-01  1.65613430E-01  2.74337812E-02  6.66594075E-01  1.73577311E-03  1.72915430E+00 -9.01140997E-01 -9.00223230E-01  0.00000000E+00
     811  4.06953369E-01  1.65619981E-01  2.74358980E-02  6.66594726E-01  1.72039160E-03  1.73536318E+00 -9.01166535E-01 -9.00249715E-01  0.00000000E+00
     821  4.07028764E-01  1.65681546E-01  2.74564253E-02  6.66593191E-01  1.75771525E-03  1.73982411E+00 -9.01224447E-01 -9.00307095E-01  0.00000000E+00
     831  4.07109949E-01  1.65747826E-01  2.74785172E-02  6.66591736E-01  1.79317921E-03  1.73707776E+00 -9.01244624E-01 -9.00326732E-01  0.00000000E+00
     841  4.07138103E-01  1.65770623E-01  2.74859907E-02  6.66592778E-01  1.76870126E-03  1.75330887E+00 -9.01236298E-01 -9.00318722E-01  0.00000000E+00
     851  4.07159633E-01  1.65788128E-01  2.74917784E-02  6.66592993E-01  1.76364818E-03  1.78062778E+00 -9.01232260E-01 -9.00315465E-01  0.00000000E+00
     861  4.07160052E-01  1.65788470E-01  2.74918921E-02  6.66592990E-01  1.76387480E-03  1.76239244E+00 -9.01225060E-01 -9.00308476E-01  0.00000000E+00
     871  4.07114766E-01  1.65751543E-01  2.74796149E-02  6.66593375E-01  1.75395730E-03  1.75057968E+00 -9.01224121E-01 -9.00308041E-01  0.00000000E+00
     881  4.07140474E-01  1.65772466E-01  2.74865446E-02  6.66593474E-01  1.75186925E-03  1.75443691E+00 -9.01265932E-01 -9.00350758E-01  0.00000000E+00
     891  4.07117110E-01  1.65753351E-01  2.74801474E-02  6.66594186E-01  1.73443814E-03  1.73779237E+00 -9.01289348E-01 -9.00373555E-01  0.00000000E+00
     901  4.07063329E-01  1.65709521E-01  2.74655910E-02  6.66594491E-01  1.72625330E-03  1.72191438E+00 -9.01279244E-01 -9.00362990E-01  0.00000000E+00
     911  4.06983852E-01  1.65644974E-01  2.74443010E-02  6.66593245E-01  1.75521898E-03  1.71623475E+00 -9.01239004E-01 -9.00323260E-01  0.00000000E+00
     921  4.06949717E-01  1.65617147E-01  2.74350546E-02  6.66593567E-01  1.74710262E-03  1.70831492E+00 -9.01198625E-01 -9.00283079E-01  0.00000000E+00
     931  4.06994607E-01  1.65653633E-01  2.74471061E-02  6.66594025E-01  1.73688296E-03  1.71459258E+00 -9.01243921E-01 -9.00327019E-01  0.00000000E+00
     941  4.07024535E-01  1.65677894E-01  2.74550786E-02  6.66594850E-01  1.71763580E-03  1.70525143E+00 -9.01241856E-01 -9.00325263E-01  0.00000000E+00
     951  4.07055734E-01  1.65703361E-01  2.74635634E-02  6.66594318E-01  1.73069741E-03  1.72674309E+00 -9.01278115E-01 -9.00362014E-01  0.00000000E+00
     961  4.07024196E-01  1.65677808E-01  2.74551736E-02  6.66593349E-01  1.75424555E-03  1.73495695E+00 -9.01260212E-01 -9.00345015E-01  0.00000000E+00
     971  4.07029318E-01  1.65681890E-01  2.74564678E-02  6.66594061E-01  1.73723772E-03  1.72747099E+00 -9.01257982E-01 -9.00342037E-01  0.00000000E+00
     981  4.07020842E-01  1.65674883E-01  2.74540747E-02  6.66594920E-01  1.71655782E-03  1.72340504E+00 -9.01236497E-01 -9.00318981E-01  0.00000000E+00
     991  4.07068215E-01  1.65713486E-01  2.74668932E-02  6.66594639E-01  1.72381215E-03  1.71919162E+00 -9.01258281E-01 -9.00340383E-01  0.00000000E+00
    1001  4.07057185E-01  1.65704503E-01  2.74639143E-02  6.66594654E-01  1.72324202E-03  1.73603976E+00 -9.01224077E-01 -9.00306378E-01  0.00000000E+00
    1011  4.06955601E-01  1.65622195E-01  2.74368931E-02  6.66591549E-01  1.79690627E-03  1.75316839E+00 -9.01149990E-01 -9.00232071E-01  0.00000000E+00
    1021  4.06946585E-01  1.65614834E-01  2.74344382E-02  6.66591743E-01  1.79240113E-03  1.77018688E+00 -9.01183149E-01 -9.00266294E-01  0.00000000E+00
    1031  4.06954176E-01  1.65620897E-01  2.74363698E-02  6.66592680E-01  1.77014236E-03  1.76073863E+00 -9.01149005E-01 -9.00232267E-01  0.00000000E+00
    1041  4.07005282E-01  1.65662636E-01  2.74502932E-02  6.66591553E-01  1.79737285E-03  1.74811869E+00 -9.01174392E-01 -9.00257088E-01  0.00000000E+00
    1051  4.06957145E-01  1.65623464E-01  2.74373219E-02  6.66591446E-01  1.79918456E-03  1.76558107E+00 -9.01114898E-01 -9.00195979E-01  0.00000000E+00
    1061  4.06938499E-01  1.65608242E-01  2.74322494E-02  6.66591803E-01  1.79032699E-03  1.77995186E+00 -9.01075325E-01 -9.00155674E-01  0.00000000E+00
    1071  4.06952339E-01  1.65619442E-01  2.74359167E-02  6.66592331E-01  1.77799670E-03  1.76835354E+00 -9.01078296E-01 -9.00157343E-01  0.00000000E+00
    1081  4.06984605E-01  1.65645766E-01  2.74446785E-02  6.66591846E-01  1.78973731E-03  1.79669266E+00 -9.01114360E-01 -9.00194518E-01  0.00000000E+00
    1091  4.07017768E-01  1.65672708E-01  2.74535708E-02  6.66592286E-01  1.77971485E-03  1.77660969E+00 -9.01087882E-01 -9.00167814E-01  0.00000000E+00
    1101  4.07007439E-01  1.65664293E-01  2.74507780E-02  6.66592337E-01  1.77836058E-03  1.78239652E+00 -9.01033237E-01 -9.00112293E-01  0.00000000E+00
    1111  4.07042810E-01  1.65693086E-01  2.74603186E-02  6.66592364E-01  1.77816445E-03  1.79501658E+00 -9.01021660E-01 -9.00099506E-01  0.00000000E+00
    1121  4.07062071E-01  1.65708680E-01  2.74654291E-02  6.66593073E-01  1.76151002E-03  1.79976546E+00 -9.01001550E-01 -9.00079975E-01  0.00000000E+00
    1131  4.07093705E-01  1.65734400E-01  2.74739306E-02  6.66593377E-01  1.75470236E-03  1.79885353E+00 -9.01002596E-01 -9.00080990E-01  0.00000000E+00
    1141  4.07058414E-01  1.65705683E-01  2.74644225E-02  6.66593233E-01  1.75772676E-03  1.79020334E+00 -9.00974796E-01 -9.00052871E-01  0.00000000E+00
    1151  4.07071718E-01  1.65716586E-01  2.74680847E-02  6.66592651E-01  1.77162096E-03  1.80146279E+00 -9.01003564E-01 -9.00082631E-01  0.00000000E+00
    1161  4.07103655E-01  1.65742553E-01  2.74766684E-02  6.66592956E-01  1.76476641E-03  1.79591661E+00 -9.01026801E-01 -9.00106676E-01  0.00000000E+00
    1171  4.07144814E-01  1.65776042E-01  2.74877547E-02  6.66593181E-01  1.76004418E-03  1.77923807E+00 -9.01066420E-01 -9.00146402E-01  0.00000000E+00
    1181  4.07159308E-01  1.65787773E-01  2.74915965E-02  6.66593768E-01  1.74614894E-03  1.77954308E+00 -9.01048695E-01 -9.00128048E-01  0.00000000E+00
    1191  4.07119558E-01  1.65755433E-01  2.74808924E-02  6.66593524E-01  1.75157048E-03  1.77356659E+00 -9.01017154E-01 -9.00096039E-01  0.00000000E+00
    1201  4.07118629E-01  1.65754674E-01  2.74806392E-02  6.66593543E-01  1.75112102E-03  1.80677071E+00 -9.00960900E-01 -9.00038710E-01  0.00000000E+00
    1211  4.07144256E-01  1.65775515E-01  2.74875317E-02  6.66593767E-01  1.74606687E-03  1.82639012E+00 -9.00949510E-01 -9.00027448E-01  0.00000000E+00
    1221  4.07182382E-01  1.65806570E-01  2.74978352E-02  6.66593719E-01  1.74766630E-03  1.81265430E+00 -9.00958795E-01 -9.00037143E-01  0.00000000E+00
    1231  4.07198380E-01  1.65819570E-01  2.75021278E-02  6.66593954E-01  1.74217339E-03  1.80096459E+00 -9.00940812E-01 -9.00018464E-01  0.00000000E+00
    1241  4.07241819E-01  1.65854954E-01  2.75138678E-02  6.66593936E-01  1.74321858E-03  1.79212558E+00 -9.00939019E-01 -9.00015249E-01  0.00000000E+00
    1251  4.07250731E-01  1.65862221E-01  2.75162842E-02  6.66593874E-01  1.74490350E-03  1.77723836E+00 -9.00908795E-01 -8.99984216E-01  0.00000000E+00
    1261  4.07243780E-01  1.65856486E-01  2.75143326E-02  6.66594463E-01  1.73068499E-03  1.76687378E+00 -9.00895291E-01 -8.99970655E-01  0.00000000E+00
    1271  4.07237058E-01  1.65851006E-01  2.75125111E-02  6.66594504E-01  1.72961775E-03  1.77530687E+00 -9.00875277E-01 -8.99950367E-01  0.00000000E+00
    1281  4.07237039E-01  1.65850954E-01  2.75124702E-02  6.66594791E-01  1.72266263E-03  1.79208138E+00 -9.00863146E-01 -8.99939011E-01  0.00000000E+00
    1291  4.07199723E-01  1.65820604E-01  2.75024309E-02  6.66594438E-01  1.73071182E-03  1.78119728E+00 -9.00880390E-01 -8.99957414E-01  0.00000000E+00
    1301  4.07188184E-01  1.65811184E-01  2.74992912E-02  6.66594619E-01  1.72625312E-03  1.77056197E+00 -9.00853714E-01 -8.99930215E-01  0.00000000E+00
    1311  4.07188423E-01  1.65811323E-01  2.74993002E-02  6.66595069E-01  1.71546409E-03  1.76398338E+00 -9.00863249E-01 -8.99939823E-01  0.00000000E+00
    1321  4.07184345E-01  1.65808028E-01  2.74982243E-02  6.66594861E-01  1.72039767E-03  1.77281673E+00 -9.00876099E-01 -8.99952652E-01  0.00000000E+00
    1331  4.07144011E-01  1.65775265E-01  2.74874149E-02  6.66594177E-01  1.73641611E-03  1.79766994E+00 -9.00881146E-01 -8.99957536E-01  0.00000000E+00
    1341  4.07118260E-01  1.65754342E-01  2.74805067E-02  6.66593811E-01  1.74496368E-03  1.81140740E+00 -9.00858866E-01 -8.99935293E-01  0.00000000E+00
    1351  4.07136092E-01  1.65768818E-01  2.74852782E-02  6.66594164E-01  1.73671030E-03  1.81744440E+00 -9.00882938E-01 -8.99959752E-01  0.00000000E+00
    1361  4.07107588E-01  1.65745642E-01  2.74776156E-02  6.66593892E-01  1.74299719E-03  1.80401413E+00 -9.00861591E-01 -8.99938407E-01  0.00000000E+00
    1371  4.07092600E-01  1.65733374E-01  2.74735063E-02  6.66594400E-01  1.73058883E-03  1.79321421E+00 -9.00873024E-01 -8.99949566E-01  0.00000000E+00
    1381  4.07096208E-01  1.65736247E-01  2.74744152E-02  6.66594927E-01  1.71804109E-03  1.80695002E+00 -9.00906448E-01 -8.99981961E-01  0.00000000E+00
    1391  4.07102214E-01  1.65741061E-01  2.74759612E-02  6.66595537E-01  1.70350989E-03  1.80478647E+00 -9.00933701E-01 -9.00010434E-01  0.00000000E+00
    1401  4.07105773E-01  1.65743876E-01  2.74768397E-02  6.66596203E-01  1.68756886E-03  1.79536938E+00 -9.00936016E-01 -9.00012500E-01  0.00000000E+00
    1411  4.07052907E-01  1.65700996E-01  2.74627318E-02  6.66594896E-01  1.71854729E-03  1.79550952E+00 -9.00899866E-01 -8.99976213E-01  0.00000000E+00
    1421  4.07017067E-01  1.65671839E-01  2.74530821E-02  6.66594724E-01  1.72220879E-03  1.78567173E+00 -9.00903624E-01 -8.99980484E-01  0.00000000E+00
    1431  4.07040225E-01  1.65690671E-01  2.74593092E-02  6.66594899E-01  1.71836571E-03  1.77311862E+00 -9.00925712E-01 -9.00002410E-01  0.00000000E+00
    1441  4.07098941E-01  1.65738682E-01  2.74753626E-02  6.66593229E-01  1.75847164E-03  1.79773785E+00 -9.00976997E-01 -9.00054931E-01  0.00000000E+00
    1451  4.07101524E-01  1.65740718E-01  2.74759930E-02  6.66593771E-01  1.74550129E-03  1.78686263E+00 -9.00982166E-01 -9.00060029E-01  0.00000000E+00
    1461  4.07132800E-01  1.65766217E-01  2.74844693E-02  6.66593512E-01  1.75192546E-03  1.79859441E+00 -9.00984624E-01 -9.00062806E-01  0.00000000E+00
    1471  4.07145485E-01  1.65776627E-01  2.74879752E-02  6.66592859E-01  1.76744366E-03  1.81735650E+00 -9.01016712E-01 -9.00095263E-01  0.00000000E+00
    1481  4.07123979E-01  1.65759137E-01  2.74821903E-02  6.66592677E-01  1.77159701E-03  1.81576185E+00 -9.00993516E-01 -9.00072367E-01  0.00000000E+00
    1491  4.07119154E-01  1.65755219E-01  2.74808985E-02  6.66592589E-01  1.77379267E-03  1.81278423E+00 -9.01002816E-01 -9.00081732E-01  0.00000000E+00
    1501  4.07093379E-01  1.65734283E-01  2.74739900E-02  6.66592187E-01  1.78331615E-03  1.81771904E+00 -9.00970147E-01 -9.00049167E-01  0.00000000E+00
    1511  4.07098725E-01  1.65738557E-01  2.74753549E-02  6.66592819E-01  1.76827403E-03  1.80581540E+00 -9.00995735E-01 -9.00075033E-01  0.00000000E+00
    1521  4.07096947E-01  1.65737049E-01  2.74748147E-02  6.66593307E-01  1.75655884E-03  1.80432794E+00 -9.00994852E-01 -9.00073959E-01  0.00000000E+00
    1531  4.07068767E-01  1.65714170E-01  2.74672729E-02  6.66592783E-01  1.76900981E-03  1.83652659E+00 -9.00965910E-01 -9.00045240E-01  0.00000000E+00
    1541  4.07063529E-01  1.65709840E-01  2.74657937E-02  6.66593315E-01  1.75623578E-03  1.83156439E+00 -9.00949021E-01 -9.00027791E-01  0.00000000E+00
    1551  4.07090135E-01  1.65731527E-01  2.74730000E-02  6.66593112E-01  1.76131148E-03  1.83163587E+00 -9.00971014E-01 -9.00049698E-01  0.00000000E+00
    1561  4.07118274E-01  1.65754411E-01  2.74805681E-02  6.66593347E-01  1.75610587E-03  1.83260261E+00 -9.01006497E-01 -9.00085321E-01  0.00000000E+00
    1571  4.07123972E-01  1.65759022E-01  2.74820782E-02  6.66593576E-01  1.75070612E-03  1.82673477E+00 -9.01031605E-01 -9.00110554E-01  0.00000000E+00
    1581  4.07092611E-01  1.65733479E-01  2.74736048E-02  6.66593628E-01  1.74896482E-03  1.81507249E+00 -9.00993974E-01 -9.00072507E-01  0.00000000E+00
    1591  4.07062069E-01  1.65708676E-01  2.74654242E-02  6.66593116E-01  1.76099937E-03  1.81844135E+00 -9.00963143E-01 -9.00041048E-01  0.00000000E+00
    1601  4.07062295E-01  1.65708786E-01  2.74654120E-02  6.66593709E-01  1.74681870E-03  1.82016867E+00 -9.00957718E-01 -9.00035485E-01  0.00000000E+00
    1611  4.07090298E-01  1.65731574E-01  2.74729583E-02  6.66593809E-01  1.74481731E-03  1.80886721E+00 -9.00973102E-01 -9.00051826E-01  0.00000000E+00
    1621  4.07073872E-01  1.65718244E-01  2.74685673E-02  6.66593465E-01  1.75310637E-03  1.81234189E+00 -9.01016297E-01 -9.00095508E-01  0.00000000E+00
    1631  4.07074980E-01  1.65719076E-01  2.74687973E-02  6.66594022E-01  1.73972842E-03  1.79902879E+00 -9.00998738E-01 -9.00077996E-01  0.00000000E+00
    1641  4.07080656E-01  1.65723669E-01  2.74703014E-02  6.66594247E-01  1.73434206E-03  1.79555614E+00 -9.00988152E-01 -9.00067909E-01  0.00000000E+00
    1651  4.07082462E-01  1.65725087E-01  2.74707361E-02  6.66594675E-01  1.72410926E-03  1.80299852E+00 -9.00990854E-01 -9.00069690E-01  0.00000000E+00
    1661  4.07062939E-01  1.65709155E-01  2.74654308E-02  6.66594963E-01  1.71688006E-03  1.78688047E+00 -9.01004180E-01 -9.00083785E-01  0.00000000E+00
    1671  4.07058864E-01  1.65705821E-01  2.74643151E-02  6.66595092E-01  1.71375475E-03  1.78511074E+00 -9.00996871E-01 -9.00076953E-01  0.00000000E+00
    1681  4.07016327E-01  1.65671314E-01  2.74529591E-02  6.66594104E-01  1.73716542E-03  1.79386197E+00 -9.00987559E-01 -9.00067259E-01  0.00000000E+00
    1691  4.07017314E-01  1.65672083E-01  2.74531908E-02  6.66594386E-01  1.73044993E-03  1.80833618E+00 -9.00989477E-01 -9.00068959E-01  0.00000000E+00
    1701  4.06997170E-01  1.65655631E-01  2.74477036E-02  6.66594810E-01  1.71993468E-03  1.79861991E+00 -9.01024590E-01 -9.00103314E-01  0.00000000E+00
    1711  4.07002470E-01  1.65659887E-01  2.74490756E-02  6.66595276E-01  1.70883654E-03  1.80631421E+00 -9.01003228E-01 -9.00081650E-01  0.00000000E+00
    1721  4.07062706E-01  1.65709240E-01  2.74656440E-02  6.66592718E-01  1.76980574E-03  1.84741494E+00 -9.01067172E-01 -9.00146191E-01  0.00000000E+00
    1731  4.07075049E-01  1.65719223E-01  2.74689085E-02  6.66593261E-01  1.75703017E-03  1.83748577E+00 -9.01066233E-01 -9.00144875E-01  0.00000000E+00
    1741  4.07054819E-01  1.65702729E-01  2.74634263E-02  6.66593439E-01  1.75243455E-03  1.84338588E+00 -9.01036078E-01 -9.00115234E-01  0.00000000E+00
    1751  4.07056095E-01  1.65703691E-01  2.74636947E-02  6.66594053E-01  1.73774374E-03  1.83502949E+00 -9.01068929E-01 -9.00148794E-01  0.00000000E+00
    1761  4.07027761E-01  1.65680651E-01  2.74560760E-02  6.66593832E-01  1.74269295E-03  1.82590085E+00 -9.01049991E-01 -9.00129492E-01  0.00000000E+00
    1771  4.07066358E-01  1.65712192E-01  2.74666091E-02  6.66592881E-01  1.76567055E-03  1.82061568E+00 -9.01064455E-01 -9.00143028E-01  0.00000000E+00
    1781  4.07108315E-01  1.65746480E-01  2.74780610E-02  6.66591859E-01  1.79033205E-03  1.83099048E+00 -9.01093192E-01 -9.00170901E-01  0.00000000E+00
    1791  4.07114571E-01  1.65751575E-01  2.74797512E-02  6.66591849E-01  1.79065660E-03  1.83613541E+00 -9.01074231E-01 -9.00152053E-01  0.00000000E+00
    1801  4.07134195E-01  1.65767570E-01  2.74850645E-02  6.66591734E-01  1.79370853E-03  1.84147885E+00 -9.01092625E-01 -9.00169682E-01  0.00000000E+00
    1811  4.07126115E-01  1.65760937E-01  2.74828294E-02  6.66592164E-01  1.78327536E-03  1.84216722E+00 -9.01061031E-01 -9.00137375E-01  0.00000000E+00
    1821  4.07118424E-01  1.65754609E-01  2.74806886E-02  6.66592682E-01  1.77073106E-03  1.83648285E+00 -9.01050969E-01 -9.00127519E-01  0.00000000E+00
    1831  4.07120495E-01  1.65756240E-01  2.74811919E-02  6.66593134E-01  1.75997807E-03  1.83099733E+00 -9.01069141E-01 -9.00145895E-01  0.00000000E+00
    1841  4.07079458E-01  1.65722933E-01  2.74702208E-02  6.66592264E-01  1.78040292E-03  1.82517982E+00 -9.01052643E-01 -9.00128874E-01  0.00000000E+00
    1851  4.07038142E-01  1.65689375E-01  2.74591497E-02  6.66591619E-01  1.79530759E-03  1.82411212E+00 -9.01017984E-01 -9.00094829E-01  0.00000000E+00
    1861  4.07007119E-01  1.65664156E-01  2.74508166E-02  6.66591317E-01  1.80214035E-03  1.82060920E+00 -9.01028378E-01 -9.00104750E-01  0.00000000E+00
    1871  4.07003660E-01  1.65661289E-01  2.74498327E-02  6.66591725E-01  1.79231032E-03  1.81586392E+00 -9.01032208E-01 -9.00108234E-01  0.00000000E+00
    1881  4.07021511E-01  1.65675801E-01  2.74546280E-02  6.66591895E-01  1.78849939E-03  1.81177411E+00 -9.01045955E-01 -9.00122340E-01  0.00000000E+00
    1891  4.07010252E-01  1.65666659E-01  2.74516141E-02  6.66591704E-01  1.79304435E-03  1.81288851E+00 -9.01069405E-01 -9.00146419E-01  0.00000000E+00
    1901  4.06959500E-01  1.65625554E-01  2.74381297E-02  6.66590046E-01  1.83258751E-03  1.80711251E+00 -9.01058093E-01 -9.00135018E-01  0.00000000E+00
    1911  4.06907583E-01  1.65583595E-01  2.74244233E-02  6.66587685E-01  1.88926254E-03  1.80959179E+00 -9.01027336E-01 -9.00103923E-01  0.00000000E+00
    1921  4.06888318E-01  1.65567890E-01  2.74192047E-02  6.66587889E-01  1.88403746E-03  1.80184895E+00 -9.01018160E-01 -9.00094584E-01  0.00000000E+00
    1931  4.06907951E-01  1.65583815E-01  2.74244438E-02  6.66588323E-01  1.87402545E-03  1.79156591E+00 -9.01026281E-01 -9.00101933E-01  0.00000000E+00
    1941  4.06903053E-01  1.65579815E-01  2.74231101E-02  6.66588431E-01  1.87141754E-03  1.78237995E+00 -9.01009686E-01 -9.00085158E-01  0.00000000E+00
    1951  4.06907799E-01  1.65583602E-01  2.74243142E-02  6.66589043E-01  1.85688635E-03  1.78580579E+00 -9.01012599E-01 -9.00086836E-01  0.00000000E+00
    1961  4.06930071E-01  1.65601712E-01  2.74303008E-02  6.66589193E-01  1.85364638E-03  1.79377797E+00 -9.01033589E-01 -9.00108317E-01  0.00000000E+00
    1971  4.06927632E-01  1.65599692E-01  2.74296087E-02  6.66589472E-01  1.84689591E-03  1.79018330E+00 -9.01030097E-01 -9.00104761E-01  0.00000000E+00
    1981  4.06940107E-01  1.65609849E-01  2.74329761E-02  6.66589443E-01  1.84783029E-03  1.79259689E+00 -9.01041758E-01 -9.00116294E-01  0.00000000E+00
    1991  4.06957521E-01  1.65623994E-01  2.74376432E-02  6.66589679E-01  1.84241741E-03  1.78705574E+00 -9.01055559E-01 -9.00129318E-01  0.00000000E+00
