#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.014158  0.478979  0.001213
    9011  0.014155  0.478935  0.001213
    9021  0.014155  0.478895  0.001213
    9031  0.014170  0.478859  0.001213
    9041  0.014169  0.478826  0.001213
    9051  0.014160  0.478791  0.001213
    9061  0.014160  0.478759  0.001213
    9071  0.014164  0.478731  0.001213
    9081  0.014159  0.478703  0.001213
    9091  0.014140  0.478670  0.001213
    9101  0.014168  0.478634  0.001213
    9111  0.014162  0.478598  0.001213
    9121  0.014158  0.478562  0.001213
    9131  0.014154  0.478528  0.001213
    9141  0.014136  0.478489  0.001213
    9151  0.014125  0.478448  0.001213
    9161  0.014115  0.478406  0.001213
    9171  0.014135  0.478367  0.001213
    9181  0.014148  0.478333  0.001213
    9191  0.014137  0.478297  0.001213
    9201  0.014169  0.478253  0.001213
    9211  0.014172  0.478213  0.001213
    9221  0.014165  0.478172  0.001213
    9231  0.014152  0.478128  0.001213
    9241  0.014145  0.478085  0.001213
    9251  0.014149  0.478045  0.001213
    9261  0.014151  0.478008  0.001213
    9271  0.014175  0.477971  0.001213
    9281  0.014172  0.477935  0.001213
    9291  0.014183  0.477904  0.001213
    9301  0.014186  0.477875  0.001213
    9311  0.014217  0.477838  0.001213
    9321  0.014224  0.477805  0.001213
    9331  0.014204  0.477767  0.001213
    9341  0.014189  0.477727  0.001213
    9351  0.014171  0.477682  0.001214
    9361  0.014148  0.477632  0.001214
    9371  0.014158  0.477587  0.001214
    9381  0.014149  0.477540  0.001214
    9391  0.014153  0.477497  0.001214
    9401  0.014140  0.477451  0.001214
    9411  0.014140  0.477408  0.001214
    9421  0.014160  0.477367  0.001214
    9431  0.014153  0.477325  0.001214
    9441  0.014154  0.477285  0.001215
    9451  0.014140  0.477243  0.001215
    9461  0.014126  0.477198  0.001215
    9471  0.014113  0.477151  0.001215
    9481  0.014102  0.477102  0.001215
    9491  0.014103  0.477056  0.001215
    9501  0.014097  0.477009  0.001215
    9511  0.014076  0.476958  0.001215
    9521  0.014073  0.476909  0.001215
    9531  0.014094  0.476860  0.001215
    9541  0.014098  0.476815  0.001215
    9551  0.014107  0.476774  0.001215
    9561  0.014097  0.476730  0.001216
    9571  0.014079  0.476684  0.001216
    9581  0.014057  0.476633  0.001216
    9591  0.014047  0.476581  0.001216
    9601  0.014046  0.476530  0.001216
    9611  0.014041  0.476480  0.001216
    9621  0.014040  0.476431  0.001216
    9631  0.014032  0.476382  0.001216
    9641  0.014048  0.476336  0.001216
    9651  0.014043  0.476290  0.001216
    9661  0.014052  0.476247  0.001216
    9671  0.014046  0.476204  0.001216
    9681  0.014061  0.476165  0.001216
    9691  0.014039  0.476122  0.001217
    9701  0.014024  0.476075  0.001217
    9711  0.014019  0.476030  0.001217
    9721  0.014033  0.475987  0.001217
    9731  0.014028  0.475945  0.001217
    9741  0.014029  0.475904  0.001217
    9751  0.014029  0.475866  0.001217
    9761  0.014050  0.475828  0.001217
    9771  0.014063  0.475793  0.001217
    9781  0.014073  0.475761  0.001217
    9791  0.014071  0.475730  0.001217
    9801  0.014084  0.475702  0.001217
    9811  0.014088  0.475677  0.001217
    9821  0.014107  0.475653  0.001217
    9831  0.014100  0.475628  0.001217
    9841  0.014099  0.475604  0.001217
    9851  0.014114  0.475583  0.001217
    9861  0.014117  0.475564  0.001217
    9871  0.014105  0.475543  0.001218
    9881  0.014115  0.475524  0.001218
    9891  0.014139  0.475504  0.001218
    9901  0.014166  0.475479  0.001218
    9911  0.014159  0.475454  0.001218
    9921  0.014157  0.475430  0.001218
    9931  0.014140  0.475402  0.001218
    9941  0.014134  0.475375  0.001218
    9951  0.014128  0.475347  0.001218
    9961  0.014119  0.475318  0.001218
    9971  0.014104  0.475286  0.001218
    9981  0.014093  0.475253  0.001219
    9991  0.014093  0.475222  0.001219
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.014070  0.440970  0.001405
    9011  0.014077  0.440944  0.001405
    9021  0.014088  0.440924  0.001404
    9031  0.014106  0.440910  0.001404
    9041  0.014128  0.440900  0.001404
    9051  0.014136  0.440896  0.001404
    9061  0.014135  0.440893  0.001403
    9071  0.014148  0.440897  0.001403
    9081  0.014142  0.440900  0.001403
    9091  0.014147  0.440908  0.001403
    9101  0.014154  0.440919  0.001402
    9111  0.014144  0.440929  0.001402
    9121  0.014142  0.440940  0.001402
    9131  0.014121  0.440945  0.001401
    9141  0.014114  0.440949  0.001401
    9151  0.014095  0.440947  0.001401
    9161  0.014084  0.440943  0.001400
    9171  0.014100  0.440944  0.001400
    9181  0.014101  0.440947  0.001400
    9191  0.014100  0.440953  0.001399
    9201  0.014122  0.440961  0.001399
    9211  0.014129  0.440974  0.001399
    9221  0.014126  0.440987  0.001399
    9231  0.014111  0.440997  0.001398
    9241  0.014104  0.441005  0.001398
    9251  0.014117  0.441018  0.001398
    9261  0.014121  0.441035  0.001397
    9271  0.014124  0.441054  0.001397
    9281  0.014115  0.441072  0.001397
    9291  0.014115  0.441091  0.001396
    9301  0.014131  0.441114  0.001396
    9311  0.014146  0.441142  0.001396
    9321  0.014156  0.441174  0.001395
    9331  0.014144  0.441203  0.001395
    9341  0.014134  0.441230  0.001394
    9351  0.014110  0.441251  0.001394
    9361  0.014100  0.441269  0.001394
    9371  0.014082  0.441282  0.001393
    9381  0.014071  0.441294  0.001393
    9391  0.014070  0.441306  0.001393
    9401  0.014066  0.441319  0.001393
    9411  0.014062  0.441331  0.001392
    9421  0.014070  0.441348  0.001392
    9431  0.014070  0.441366  0.001391
    9441  0.014077  0.441387  0.001391
    9451  0.014079  0.441411  0.001391
    9461  0.014082  0.441437  0.001390
    9471  0.014060  0.441458  0.001390
    9481  0.014054  0.441478  0.001390
    9491  0.014054  0.441499  0.001389
    9501  0.014047  0.441519  0.001389
    9511  0.014040  0.441538  0.001389
    9521  0.014029  0.441555  0.001388
    9531  0.014045  0.441576  0.001388
    9541  0.014045  0.441598  0.001387
    9551  0.014055  0.441624  0.001387
    9561  0.014044  0.441647  0.001387
    9571  0.014029  0.441667  0.001386
    9581  0.014025  0.441686  0.001386
    9591  0.014013  0.441703  0.001385
    9601  0.014006  0.441719  0.001385
    9611  0.014020  0.441739  0.001385
    9621  0.014030  0.441762  0.001384
    9631  0.014029  0.441786  0.001384
    9641  0.014041  0.441813  0.001383
    9651  0.014049  0.441843  0.001383
    9661  0.014064  0.441876  0.001383
    9671  0.014073  0.441913  0.001382
    9681  0.014072  0.441950  0.001382
    9691  0.014067  0.441987  0.001382
    9701  0.014057  0.442021  0.001381
    9711  0.014068  0.442059  0.001381
    9721  0.014087  0.442099  0.001380
    9731  0.014082  0.442137  0.001380
    9741  0.014103  0.442177  0.001380
    9751  0.014111  0.442219  0.001379
    9761  0.014131  0.442262  0.001379
    9771  0.014133  0.442306  0.001379
    9781  0.014124  0.442349  0.001378
    9791  0.014114  0.442390  0.001378
    9801  0.014129  0.442433  0.001378
    9811  0.014123  0.442475  0.001377
    9821  0.014158  0.442501  0.001377
    9831  0.014154  0.442526  0.001377
    9841  0.014139  0.442548  0.001376
    9851  0.014150  0.442574  0.001376
    9861  0.014181  0.442590  0.001376
    9871  0.014180  0.442607  0.001376
    9881  0.014203  0.442624  0.001376
    9891  0.014225  0.442641  0.001375
    9901  0.014244  0.442660  0.001375
    9911  0.014226  0.442675  0.001375
    9921  0.014230  0.442693  0.001375
    9931  0.014237  0.442713  0.001375
    9941  0.014251  0.442735  0.001375
    9951  0.014259  0.442760  0.001375
    9961  0.014245  0.442782  0.001375
    9971  0.014243  0.442805  0.001375
    9981  0.014231  0.442826  0.001374
    9991  0.014228  0.442846  0.001374
