#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.011681  0.462430  0.000756
    9011  0.011690  0.462440  0.000756
    9021  0.011695  0.462453  0.000755
    9031  0.011693  0.462468  0.000755
    9041  0.011699  0.462487  0.000755
    9051  0.011689  0.462503  0.000755
    9061  0.011706  0.462521  0.000755
    9071  0.011705  0.462542  0.000755
    9081  0.011693  0.462558  0.000755
    9091  0.011698  0.462578  0.000754
    9101  0.011721  0.462594  0.000754
    9111  0.011726  0.462615  0.000754
    9121  0.011721  0.462635  0.000754
    9131  0.011698  0.462647  0.000754
    9141  0.011709  0.462664  0.000754
    9151  0.011706  0.462681  0.000754
    9161  0.011699  0.462697  0.000754
    9171  0.011713  0.462717  0.000754
    9181  0.011734  0.462736  0.000754
    9191  0.011716  0.462748  0.000753
    9201  0.011728  0.462765  0.000753
    9211  0.011741  0.462786  0.000753
    9221  0.011735  0.462806  0.000753
    9231  0.011736  0.462827  0.000753
    9241  0.011744  0.462853  0.000753
    9251  0.011726  0.462873  0.000753
    9261  0.011716  0.462890  0.000753
    9271  0.011716  0.462908  0.000753
    9281  0.011711  0.462926  0.000753
    9291  0.011720  0.462948  0.000753
    9301  0.011741  0.462969  0.000753
    9311  0.011758  0.462991  0.000753
    9321  0.011767  0.463018  0.000753
    9331  0.011756  0.463040  0.000753
    9341  0.011742  0.463059  0.000753
    9351  0.011729  0.463074  0.000753
    9361  0.011715  0.463084  0.000753
    9371  0.011712  0.463094  0.000753
    9381  0.011707  0.463104  0.000753
    9391  0.011693  0.463110  0.000753
    9401  0.011692  0.463117  0.000753
    9411  0.011699  0.463128  0.000753
    9421  0.011719  0.463137  0.000752
    9431  0.011715  0.463146  0.000752
    9441  0.011713  0.463156  0.000752
    9451  0.011705  0.463165  0.000752
    9461  0.011695  0.463170  0.000752
    9471  0.011683  0.463173  0.000752
    9481  0.011680  0.463175  0.000752
    9491  0.011673  0.463177  0.000752
    9501  0.011668  0.463177  0.000752
    9511  0.011656  0.463175  0.000752
    9521  0.011644  0.463170  0.000752
    9531  0.011658  0.463167  0.000752
    9541  0.011676  0.463165  0.000752
    9551  0.011673  0.463164  0.000752
    9561  0.011668  0.463162  0.000752
    9571  0.011654  0.463156  0.000752
    9581  0.011652  0.463150  0.000752
    9591  0.011645  0.463144  0.000752
    9601  0.011641  0.463138  0.000752
    9611  0.011643  0.463134  0.000752
    9621  0.011645  0.463132  0.000752
    9631  0.011630  0.463126  0.000752
    9641  0.011645  0.463122  0.000752
    9651  0.011643  0.463119  0.000752
    9661  0.011645  0.463117  0.000752
    9671  0.011644  0.463117  0.000751
    9681  0.011640  0.463116  0.000751
    9691  0.011631  0.463114  0.000751
    9701  0.011616  0.463108  0.000751
    9711  0.011622  0.463105  0.000751
    9721  0.011632  0.463105  0.000751
    9731  0.011624  0.463103  0.000751
    9741  0.011645  0.463099  0.000751
    9751  0.011656  0.463097  0.000751
    9761  0.011664  0.463099  0.000751
    9771  0.011664  0.463102  0.000751
    9781  0.011663  0.463105  0.000751
    9791  0.011670  0.463112  0.000751
    9801  0.011689  0.463118  0.000751
    9811  0.011698  0.463126  0.000751
    9821  0.011721  0.463129  0.000751
    9831  0.011721  0.463134  0.000751
    9841  0.011705  0.463134  0.000751
    9851  0.011708  0.463137  0.000751
    9861  0.011720  0.463142  0.000751
    9871  0.011708  0.463144  0.000751
    9881  0.011716  0.463149  0.000751
    9891  0.011726  0.463156  0.000751
    9901  0.011733  0.463166  0.000751
    9911  0.011726  0.463175  0.000751
