#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.029874  0.464603  0.007114
    9011  0.029857  0.464520  0.007114
    9021  0.029820  0.464433  0.007114
    9031  0.029827  0.464350  0.007113
    9041  0.029808  0.464267  0.007113
    9051  0.029785  0.464183  0.007113
    9061  0.029756  0.464096  0.007112
    9071  0.029755  0.464012  0.007112
    9081  0.029785  0.463934  0.007111
    9091  0.029827  0.463862  0.007111
    9101  0.029875  0.463794  0.007111
    9111  0.029876  0.463728  0.007111
    9121  0.029870  0.463665  0.007110
    9131  0.029855  0.463601  0.007110
    9141  0.029846  0.463539  0.007109
    9151  0.029828  0.463476  0.007109
    9161  0.029790  0.463408  0.007108
    9171  0.029746  0.463336  0.007108
    9181  0.029710  0.463259  0.007107
    9191  0.029690  0.463182  0.007107
    9201  0.029688  0.463107  0.007106
    9211  0.029703  0.463037  0.007106
    9221  0.029713  0.462972  0.007105
    9231  0.029699  0.462907  0.007104
    9241  0.029702  0.462845  0.007104
    9251  0.029696  0.462784  0.007103
    9261  0.029707  0.462728  0.007102
    9271  0.029732  0.462677  0.007101
    9281  0.029748  0.462630  0.007100
    9291  0.029789  0.462587  0.007099
    9301  0.029779  0.462545  0.007098
    9311  0.029811  0.462507  0.007097
    9321  0.029822  0.462473  0.007096
    9331  0.029820  0.462441  0.007095
    9341  0.029810  0.462410  0.007094
    9351  0.029812  0.462381  0.007093
    9361  0.029821  0.462355  0.007091
    9371  0.029812  0.462330  0.007090
    9381  0.029811  0.462306  0.007089
    9391  0.029803  0.462283  0.007087
    9401  0.029784  0.462259  0.007086
    9411  0.029774  0.462235  0.007084
    9421  0.029790  0.462216  0.007083
    9431  0.029770  0.462194  0.007081
    9441  0.029743  0.462170  0.007080
    9451  0.029729  0.462146  0.007078
    9461  0.029725  0.462122  0.007076
    9471  0.029718  0.462100  0.007075
    9481  0.029713  0.462079  0.007073
    9491  0.029704  0.462058  0.007071
    9501  0.029675  0.462034  0.007069
    9511  0.029679  0.462012  0.007067
    9521  0.029677  0.461992  0.007065
    9531  0.029714  0.461975  0.007064
    9541  0.029693  0.461957  0.007062
    9551  0.029716  0.461942  0.007060
    9561  0.029743  0.461931  0.007058
    9571  0.029770  0.461924  0.007056
    9581  0.029785  0.461919  0.007055
    9591  0.029803  0.461918  0.007053
    9601  0.029843  0.461919  0.007051
    9611  0.029894  0.461919  0.007050
    9621  0.029933  0.461921  0.007048
    9631  0.029974  0.461925  0.007047
    9641  0.030014  0.461930  0.007046
    9651  0.030063  0.461936  0.007045
    9661  0.030129  0.461932  0.007044
    9671  0.030203  0.461914  0.007044
    9681  0.030253  0.461895  0.007044
    9691  0.030284  0.461880  0.007044
    9701  0.030328  0.461866  0.007044
    9711  0.030355  0.461855  0.007044
    9721  0.030386  0.461848  0.007045
    9731  0.030409  0.461843  0.007045
    9741  0.030447  0.461841  0.007045
    9751  0.030483  0.461842  0.007045
    9761  0.030556  0.461828  0.007046
    9771  0.030622  0.461807  0.007047
    9781  0.030674  0.461785  0.007049
    9791  0.030707  0.461766  0.007050
    9801  0.030713  0.461749  0.007051
    9811  0.030701  0.461731  0.007052
    9821  0.030707  0.461716  0.007054
    9831  0.030692  0.461700  0.007055
    9841  0.030676  0.461684  0.007056
    9851  0.030693  0.461670  0.007057
    9861  0.030724  0.461659  0.007058
    9871  0.030750  0.461652  0.007059
    9881  0.030756  0.461646  0.007060
    9891  0.030747  0.461640  0.007061
    9901  0.030725  0.461633  0.007061
    9911  0.030693  0.461623  0.007062
    9921  0.030660  0.461610  0.007063
    9931  0.030641  0.461596  0.007064
    9941  0.030617  0.461580  0.007065
    9951  0.030591  0.461562  0.007066
    9961  0.030568  0.461543  0.007067
    9971  0.030518  0.461519  0.007068
    9981  0.030473  0.461492  0.007069
    9991  0.030434  0.461462  0.007070
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.029854  0.436069  0.007972
    9011  0.029829  0.436015  0.007970
    9021  0.029822  0.435962  0.007968
    9031  0.029850  0.435916  0.007965
    9041  0.029882  0.435877  0.007963
    9051  0.029895  0.435844  0.007960
    9061  0.029870  0.435807  0.007958
    9071  0.029839  0.435768  0.007955
    9081  0.029833  0.435729  0.007953
    9091  0.029824  0.435692  0.007950
    9101  0.029849  0.435661  0.007947
    9111  0.029865  0.435635  0.007945
    9121  0.029881  0.435615  0.007942
    9131  0.029897  0.435600  0.007939
    9141  0.029913  0.435590  0.007936
    9151  0.029948  0.435586  0.007933
    9161  0.029954  0.435585  0.007931
    9171  0.029980  0.435590  0.007928
    9181  0.030010  0.435600  0.007925
    9191  0.030025  0.435614  0.007922
    9201  0.030031  0.435631  0.007919
    9211  0.030054  0.435653  0.007916
    9221  0.030055  0.435678  0.007913
    9231  0.030031  0.435699  0.007910
    9241  0.030019  0.435720  0.007907
    9251  0.030006  0.435740  0.007904
    9261  0.030015  0.435764  0.007901
    9271  0.030028  0.435791  0.007898
    9281  0.030036  0.435821  0.007895
    9291  0.030059  0.435856  0.007891
    9301  0.030060  0.435892  0.007888
    9311  0.030104  0.435931  0.007885
    9321  0.030130  0.435975  0.007882
    9331  0.030138  0.436021  0.007879
    9341  0.030117  0.436065  0.007875
    9351  0.030119  0.436110  0.007872
    9361  0.030120  0.436157  0.007869
    9371  0.030084  0.436199  0.007866
    9381  0.030060  0.436239  0.007862
    9391  0.030029  0.436274  0.007859
    9401  0.029990  0.436304  0.007856
    9411  0.029980  0.436334  0.007853
    9421  0.030003  0.436369  0.007850
    9431  0.030002  0.436404  0.007847
    9441  0.029985  0.436437  0.007844
    9451  0.029970  0.436470  0.007841
    9461  0.029953  0.436501  0.007837
    9471  0.029937  0.436531  0.007834
    9481  0.029919  0.436559  0.007831
    9491  0.029920  0.436589  0.007828
    9501  0.029918  0.436619  0.007824
    9511  0.029927  0.436653  0.007821
